interaction_id,client_id,advisor_id,date,type,initiated_by,duration_minutes,outcome,sentiment,topics_discussed,commitment_made,commitment_fulfilled,follow_up_created,follow_up_due_date
I0817,C0041,ADV001,2026-04-23,In-person meeting,client,49,positive — follow up scheduled,neutral,philanthropic planning,False,,False,
I0818,C0041,ADV001,2026-05-26,In-person meeting,advisor,79,positive — follow up scheduled,neutral,market update|tax planning|business exit planning,False,,False,
I0819,C0042,ADV001,2025-06-27,Email,client,0,positive — action taken,positive,insurance review|tax planning,False,,False,
I0820,C0042,ADV001,2025-10-26,Email,advisor,0,neutral — information provided,positive,risk tolerance review,True,True,True,2025-11-24
I0821,C0042,ADV001,2025-11-07,Phone call,advisor,22,positive — follow up scheduled,positive,tax planning|rebalancing,False,,False,
I0822,C0043,ADV001,2025-02-09,Phone call,advisor,20,neutral — information provided,positive,risk tolerance review|portfolio review|market update,True,True,True,2025-03-03
I0823,C0043,ADV001,2025-03-06,Phone call,client,25,neutral — information provided,positive,estate planning|tax planning|insurance review,True,True,True,2025-03-13
I0824,C0043,ADV001,2025-03-06,In-person meeting,advisor,52,positive — action taken,positive,risk tolerance review,True,False,True,2025-03-28
I0825,C0043,ADV001,2025-03-18,Video call,advisor,33,neutral — information provided,positive,cash flow review|family financial planning,True,False,True,2025-04-12
I0826,C0043,ADV001,2025-04-01,Phone call,advisor,29,positive — action taken,positive,business exit planning|family financial planning|new investment opportunity,True,True,True,2025-05-01
I0827,C0043,ADV001,2025-05-04,Video call,advisor,56,positive — action taken,positive,portfolio review|property discussion,True,True,True,2025-05-11
I0828,C0043,ADV001,2025-05-07,Phone call,client,20,neutral — information provided,positive,retirement planning,False,,False,
I0829,C0043,ADV001,2025-06-02,Phone call,advisor,17,neutral — client to consider,neutral,portfolio review|insurance review,True,False,True,2025-06-22
I0830,C0043,ADV001,2025-07-11,Phone call,advisor,18,positive — follow up scheduled,positive,insurance review|estate planning|cash flow review,True,True,True,2025-07-23
I0831,C0043,ADV001,2025-08-06,Phone call,client,22,neutral — information provided,neutral,family financial planning|next gen engagement,True,False,True,2025-08-19
I0832,C0043,ADV001,2025-08-23,In-person meeting,advisor,45,positive — follow up scheduled,positive,estate planning|retirement planning,False,,False,
I0833,C0043,ADV001,2025-08-26,Email,client,0,positive — action taken,positive,tax planning|new investment opportunity|family financial planning,False,,False,
I0834,C0043,ADV001,2025-10-25,Phone call,advisor,26,neutral — information provided,positive,philanthropic planning|estate planning,False,,False,
I0835,C0043,ADV001,2025-11-16,Review meeting,client,105,positive — follow up scheduled,neutral,risk tolerance review,False,,False,
I0836,C0043,ADV001,2025-12-24,Email,advisor,0,positive — follow up scheduled,positive,business exit planning|goal progress,False,,False,
I0837,C0043,ADV001,2026-01-27,Video call,client,43,positive — action taken,positive,insurance review,False,,False,
I0838,C0043,ADV001,2026-02-05,Video call,client,41,positive — action taken,positive,insurance review|portfolio review|cash flow review,True,False,True,2026-02-20
I0839,C0043,ADV001,2026-03-13,Phone call,advisor,30,positive — follow up scheduled,neutral,inheritance planning|retirement planning,False,,False,
I0840,C0043,ADV001,2026-04-09,Phone call,advisor,10,neutral — information provided,neutral,next gen engagement|rebalancing|new investment opportunity,False,,False,
I0841,C0043,ADV001,2026-04-13,Video call,client,31,positive — follow up scheduled,neutral,portfolio review|market update,False,,False,
I0842,C0043,ADV001,2026-04-26,Video call,advisor,57,positive — action taken,positive,retirement planning,False,,False,
I0843,C0043,ADV001,2026-04-30,Phone call,advisor,16,neutral — information provided,positive,portfolio review|property discussion|risk tolerance review,False,,False,
I0844,C0043,ADV001,2026-05-30,Phone call,client,28,negative — complaint raised,negative,business exit planning|portfolio review|property discussion,False,,False,
I0845,C0044,ADV001,2024-12-14,Phone call,client,12,neutral — information provided,positive,property discussion,False,,False,
I0846,C0044,ADV001,2025-01-25,Phone call,advisor,30,neutral — information provided,positive,rebalancing|estate planning,False,,False,
I0847,C0044,ADV001,2025-02-11,Phone call,client,16,negative — complaint raised,negative,market update|cash flow review|portfolio review,False,,False,
I0848,C0044,ADV001,2025-02-15,Phone call,advisor,17,positive — follow up scheduled,positive,family financial planning,True,True,True,2025-03-16
I0849,C0044,ADV001,2025-03-06,Phone call,advisor,30,neutral — information provided,positive,rebalancing|goal progress|portfolio review,False,,False,
I0850,C0044,ADV001,2025-03-09,Email,advisor,0,neutral — client to consider,neutral,cash flow review|insurance review,False,,False,
I0851,C0044,ADV001,2025-04-10,Email,client,0,neutral — information provided,neutral,philanthropic planning,True,True,False,2025-04-18
I0852,C0044,ADV001,2025-05-11,Email,advisor,0,neutral — information provided,positive,property discussion|business exit planning,False,,False,
I0853,C0044,ADV001,2025-06-05,Email,advisor,0,neutral — client to consider,neutral,business exit planning|portfolio review|estate planning,False,,False,
I0854,C0044,ADV001,2025-06-06,Phone call,client,21,neutral — information provided,positive,goal progress|rebalancing,True,True,True,2025-07-02
I0855,C0044,ADV001,2025-06-26,Email,advisor,0,neutral — information provided,positive,family financial planning,False,,False,
I0856,C0044,ADV001,2025-07-02,Phone call,client,17,positive — action taken,positive,tax planning|risk tolerance review|insurance review,False,,False,
I0857,C0044,ADV001,2025-09-10,Email,advisor,0,neutral — information provided,positive,philanthropic planning|insurance review,False,,False,
I0858,C0044,ADV001,2025-09-17,Phone call,advisor,12,negative — complaint raised,negative,market update|business exit planning,False,,False,
I0859,C0044,ADV001,2025-09-19,Email,client,0,positive — action taken,positive,cash flow review,True,True,True,2025-10-02
I0860,C0044,ADV001,2025-10-25,In-person meeting,advisor,68,neutral — information provided,neutral,next gen engagement,True,True,True,2025-11-22
I0861,C0044,ADV001,2025-11-25,Phone call,advisor,24,positive — follow up scheduled,positive,new investment opportunity|tax planning|insurance review,True,False,True,2025-12-14
I0862,C0044,ADV001,2025-12-05,Video call,client,43,neutral — client to consider,neutral,inheritance planning|estate planning|goal progress,False,,False,
I0863,C0044,ADV001,2026-02-03,Review meeting,advisor,71,neutral — client to consider,neutral,business exit planning,True,False,True,2026-03-01
I0864,C0044,ADV001,2026-03-10,Phone call,advisor,25,positive — follow up scheduled,positive,retirement planning,True,True,True,2026-03-29
I0865,C0044,ADV001,2026-03-30,Email,advisor,0,positive — action taken,positive,retirement planning|family financial planning,True,True,True,2026-04-22
I0866,C0044,ADV001,2026-04-02,Email,advisor,0,neutral — information provided,neutral,inheritance planning,True,True,True,2026-04-25
I0867,C0044,ADV001,2026-05-08,Email,advisor,0,negative — complaint raised,negative,risk tolerance review|retirement planning,False,,False,
I0868,C0044,ADV001,2026-05-12,In-person meeting,advisor,73,neutral — client to consider,neutral,business exit planning|next gen engagement|philanthropic planning,False,,False,
I0869,C0045,ADV001,2024-12-18,In-person meeting,advisor,63,positive — action taken,positive,risk tolerance review|portfolio review,True,True,True,2025-01-13
I0870,C0045,ADV001,2025-01-20,In-person meeting,advisor,56,positive — follow up scheduled,positive,tax planning,False,,False,
I0871,C0045,ADV001,2025-01-29,Email,advisor,0,positive — follow up scheduled,positive,new investment opportunity|rebalancing,True,True,True,2025-02-09
I0872,C0045,ADV001,2025-01-31,In-person meeting,client,77,neutral — information provided,positive,estate planning|property discussion|rebalancing,False,,False,
I0873,C0045,ADV001,2025-03-02,Email,advisor,0,negative — client concerned,negative,estate planning|risk tolerance review,False,,False,
I0874,C0045,ADV001,2025-04-14,Email,client,0,positive — follow up scheduled,neutral,new investment opportunity|retirement planning|goal progress,False,,False,
I0875,C0045,ADV001,2025-05-13,In-person meeting,advisor,56,positive — follow up scheduled,neutral,philanthropic planning|retirement planning,False,,False,
I0876,C0045,ADV001,2025-06-12,Phone call,advisor,16,neutral — information provided,positive,risk tolerance review,True,True,True,2025-07-08
I0877,C0045,ADV001,2025-07-01,Email,advisor,0,neutral — information provided,positive,property discussion|new investment opportunity|retirement planning,True,True,True,2025-07-22
I0878,C0045,ADV001,2025-08-26,Email,advisor,0,positive — action taken,positive,portfolio review|property discussion|goal progress,True,True,False,2025-09-16
I0879,C0045,ADV001,2025-09-01,Email,advisor,0,positive — follow up scheduled,positive,family financial planning|inheritance planning,False,,False,
I0880,C0045,ADV001,2025-09-25,Email,advisor,0,neutral — information provided,positive,estate planning|insurance review,False,,False,
I0881,C0045,ADV001,2025-10-10,Phone call,advisor,24,neutral — information provided,positive,market update,False,,False,
I0882,C0045,ADV001,2025-11-21,Email,advisor,0,neutral — information provided,positive,cash flow review,False,,False,
I0883,C0045,ADV001,2025-11-21,Review meeting,advisor,84,positive — follow up scheduled,positive,tax planning|philanthropic planning|insurance review,True,True,True,2025-12-07
I0884,C0045,ADV001,2025-12-21,Phone call,client,22,neutral — information provided,neutral,risk tolerance review|business exit planning|inheritance planning,False,,False,
I0885,C0045,ADV001,2025-12-24,Email,advisor,0,neutral — information provided,positive,property discussion,False,,False,
I0886,C0045,ADV001,2026-01-07,Phone call,client,24,positive — follow up scheduled,positive,rebalancing|goal progress,False,,False,
I0887,C0045,ADV001,2026-02-18,Phone call,client,30,neutral — client to consider,neutral,tax planning,False,,False,
I0888,C0045,ADV001,2026-02-19,Email,advisor,0,positive — follow up scheduled,positive,new investment opportunity,False,,False,
I0889,C0045,ADV001,2026-03-01,Email,advisor,0,positive — follow up scheduled,neutral,portfolio review|property discussion,True,True,True,2026-03-23
I0890,C0045,ADV001,2026-03-21,Review meeting,advisor,110,neutral — information provided,neutral,inheritance planning|insurance review|risk tolerance review,False,,False,
I0891,C0045,ADV001,2026-03-27,In-person meeting,advisor,90,positive — follow up scheduled,positive,property discussion,True,False,True,2026-04-09
I0892,C0045,ADV001,2026-03-31,Email,client,0,positive — action taken,positive,goal progress,False,,False,
I0893,C0045,ADV001,2026-04-26,Phone call,advisor,15,neutral — information provided,positive,rebalancing,False,,False,
I0894,C0045,ADV001,2026-05-22,Phone call,advisor,26,neutral — client to consider,neutral,inheritance planning|estate planning,False,,False,
I0895,C0046,ADV001,2025-01-04,Email,advisor,0,negative — client concerned,negative,insurance review|family financial planning,True,True,False,2025-01-25
I0896,C0046,ADV001,2025-01-20,Email,advisor,0,positive — action taken,positive,rebalancing|property discussion,False,,False,
I0897,C0046,ADV001,2025-02-10,Email,advisor,0,neutral — client to consider,neutral,philanthropic planning,True,False,True,2025-03-07
I0898,C0046,ADV001,2025-03-27,Phone call,client,30,neutral — information provided,positive,next gen engagement|rebalancing,True,False,True,2025-04-25
I0899,C0046,ADV001,2025-04-04,Email,client,0,positive — follow up scheduled,positive,portfolio review,False,,False,
I0900,C0046,ADV001,2025-04-13,Phone call,advisor,26,neutral — information provided,positive,philanthropic planning|inheritance planning|new investment opportunity,False,,False,
I0901,C0046,ADV001,2025-04-17,Review meeting,advisor,92,neutral — client to consider,neutral,philanthropic planning|business exit planning,False,,False,
I0902,C0046,ADV001,2025-05-09,Email,advisor,0,positive — action taken,positive,next gen engagement,True,False,True,2025-05-26
I0903,C0046,ADV001,2025-06-02,Phone call,advisor,13,neutral — client to consider,neutral,insurance review|business exit planning|new investment opportunity,False,,False,
I0904,C0046,ADV001,2025-09-05,Email,advisor,0,positive — follow up scheduled,neutral,new investment opportunity|insurance review|goal progress,True,True,True,2025-09-22
I0905,C0046,ADV001,2025-10-06,Phone call,client,27,neutral — client to consider,neutral,retirement planning,False,,False,
I0906,C0046,ADV001,2025-12-18,Phone call,advisor,30,positive — follow up scheduled,neutral,new investment opportunity,False,,False,
I0907,C0046,ADV001,2025-12-21,Phone call,client,18,neutral — information provided,positive,insurance review,False,,False,
I0908,C0046,ADV001,2026-01-22,Phone call,client,11,positive — follow up scheduled,positive,new investment opportunity,False,,False,
I0909,C0046,ADV001,2026-01-24,Email,advisor,0,neutral — information provided,positive,property discussion,True,True,True,2026-02-14
I0910,C0046,ADV001,2026-02-22,Phone call,advisor,25,positive — follow up scheduled,positive,portfolio review|risk tolerance review,False,,False,
I0911,C0046,ADV001,2026-03-05,Email,advisor,0,neutral — client to consider,neutral,rebalancing|portfolio review|market update,False,,False,
I0912,C0046,ADV001,2026-03-06,Email,advisor,0,neutral — information provided,positive,cash flow review|philanthropic planning|market update,True,True,True,2026-03-30
I0913,C0046,ADV001,2026-04-17,Email,advisor,0,neutral — information provided,neutral,next gen engagement,True,False,True,2026-05-09
I0914,C0046,ADV001,2026-05-18,Phone call,client,13,neutral — information provided,neutral,property discussion|goal progress,False,,False,
I0915,C0047,ADV001,2024-12-16,Email,advisor,0,positive — follow up scheduled,positive,portfolio review|insurance review,False,,False,
I0916,C0047,ADV001,2025-02-05,Phone call,client,23,positive — follow up scheduled,positive,property discussion|insurance review,False,,False,
I0917,C0047,ADV001,2025-03-26,Email,advisor,0,neutral — information provided,positive,property discussion,False,,False,
I0918,C0047,ADV001,2025-05-08,In-person meeting,advisor,47,negative — complaint raised,negative,inheritance planning|next gen engagement|tax planning,False,,False,
I0919,C0047,ADV001,2025-05-18,Email,advisor,0,positive — action taken,positive,family financial planning|business exit planning,False,,False,
I0920,C0047,ADV001,2025-05-20,Phone call,advisor,20,neutral — information provided,neutral,risk tolerance review|market update|philanthropic planning,False,,False,
I0921,C0047,ADV001,2025-05-20,Email,advisor,0,neutral — information provided,positive,family financial planning|cash flow review,True,False,False,2025-05-29
I0922,C0047,ADV001,2025-05-21,Email,client,0,negative — client concerned,negative,rebalancing|insurance review,True,True,True,2025-06-08
I0923,C0047,ADV001,2025-06-04,Email,client,0,neutral — information provided,positive,portfolio review|market update|retirement planning,False,,False,
I0924,C0047,ADV001,2025-06-25,Phone call,advisor,26,positive — action taken,positive,philanthropic planning,True,True,False,2025-07-03
I0925,C0047,ADV001,2025-07-14,Video call,advisor,39,positive — follow up scheduled,positive,property discussion|estate planning|business exit planning,False,,False,
I0926,C0047,ADV001,2025-08-02,Review meeting,client,111,neutral — information provided,positive,estate planning|rebalancing|cash flow review,False,,False,
I0927,C0047,ADV001,2025-09-06,In-person meeting,client,62,neutral — information provided,positive,rebalancing|market update,True,True,True,2025-10-01
I0928,C0047,ADV001,2025-09-12,Email,client,0,positive — follow up scheduled,neutral,portfolio review|inheritance planning,True,True,True,2025-10-01
I0929,C0047,ADV001,2025-10-14,Phone call,advisor,17,neutral — information provided,positive,property discussion|rebalancing|philanthropic planning,True,False,False,2025-11-01
I0930,C0047,ADV001,2025-10-17,In-person meeting,advisor,54,positive — follow up scheduled,positive,cash flow review,True,True,True,2025-10-25
I0931,C0047,ADV001,2025-10-19,Email,client,0,positive — follow up scheduled,positive,new investment opportunity|insurance review,True,True,True,2025-11-03
I0932,C0047,ADV001,2025-10-20,Video call,client,58,positive — follow up scheduled,positive,tax planning|inheritance planning,False,,False,
I0933,C0047,ADV001,2025-10-22,In-person meeting,client,73,positive — follow up scheduled,positive,inheritance planning|insurance review,False,,False,
I0934,C0047,ADV001,2025-10-29,Email,advisor,0,negative — client concerned,negative,philanthropic planning|tax planning|estate planning,True,True,True,2025-11-24
I0935,C0047,ADV001,2025-11-03,Review meeting,advisor,65,neutral — information provided,positive,business exit planning|next gen engagement|market update,True,True,True,2025-11-10
I0936,C0047,ADV001,2025-11-07,Email,client,0,positive — action taken,positive,cash flow review|estate planning,False,,False,
I0937,C0047,ADV001,2025-11-09,Email,advisor,0,neutral — client to consider,neutral,inheritance planning|next gen engagement|portfolio review,False,,False,
I0938,C0047,ADV001,2025-11-17,Video call,advisor,35,neutral — information provided,neutral,portfolio review|market update|family financial planning,True,True,True,2025-11-25
I0939,C0047,ADV001,2025-12-08,In-person meeting,client,68,neutral — information provided,neutral,risk tolerance review|goal progress|insurance review,True,True,True,2025-12-19
I0940,C0047,ADV001,2025-12-08,In-person meeting,advisor,52,neutral — client to consider,neutral,portfolio review,True,True,False,2025-12-26
I0941,C0047,ADV001,2025-12-25,Phone call,advisor,20,neutral — information provided,neutral,next gen engagement,False,,False,
I0942,C0047,ADV001,2026-01-17,Phone call,advisor,29,positive — follow up scheduled,positive,philanthropic planning|goal progress|estate planning,True,False,True,2026-01-26
I0943,C0047,ADV001,2026-01-20,Phone call,client,23,neutral — information provided,positive,rebalancing|market update|risk tolerance review,False,,False,
I0944,C0047,ADV001,2026-01-28,Phone call,advisor,18,positive — follow up scheduled,neutral,property discussion,False,,False,
I0945,C0047,ADV001,2026-02-02,Review meeting,client,91,neutral — information provided,positive,insurance review|market update|tax planning,True,False,True,2026-02-16
I0946,C0047,ADV001,2026-02-10,In-person meeting,client,84,positive — follow up scheduled,positive,new investment opportunity,True,False,True,2026-02-26
I0947,C0047,ADV001,2026-02-11,Review meeting,client,96,positive — action taken,positive,market update|property discussion,False,,False,
I0948,C0047,ADV001,2026-02-19,Phone call,client,22,neutral — information provided,neutral,retirement planning|insurance review|estate planning,True,True,True,2026-03-05
I0949,C0047,ADV001,2026-03-16,Phone call,advisor,21,positive — action taken,positive,inheritance planning,False,,False,
I0950,C0047,ADV001,2026-04-08,Email,advisor,0,positive — follow up scheduled,positive,family financial planning|property discussion|goal progress,True,False,True,2026-04-30
I0951,C0047,ADV001,2026-04-08,Email,advisor,0,neutral — client to consider,neutral,family financial planning|estate planning|inheritance planning,False,,False,
I0952,C0047,ADV001,2026-04-10,Phone call,advisor,24,neutral — information provided,positive,tax planning,False,,False,
I0953,C0047,ADV001,2026-05-08,Phone call,advisor,27,positive — follow up scheduled,positive,philanthropic planning,False,,False,
I0954,C0047,ADV001,2026-05-23,Video call,client,56,neutral — information provided,positive,new investment opportunity|portfolio review|tax planning,False,,False,
I0955,C0048,ADV001,2025-01-28,Video call,advisor,60,neutral — client to consider,negative,cash flow review|inheritance planning,False,,False,
I0956,C0048,ADV001,2025-03-23,Video call,advisor,60,positive — action taken,positive,portfolio review|estate planning,False,,False,
I0957,C0048,ADV001,2025-05-15,Email,advisor,0,neutral — client to consider,neutral,estate planning|retirement planning|inheritance planning,True,True,True,2025-05-27
I0958,C0048,ADV001,2025-05-15,In-person meeting,client,55,positive — follow up scheduled,positive,risk tolerance review|inheritance planning|cash flow review,True,True,False,2025-05-29
I0959,C0048,ADV001,2025-05-22,Phone call,client,28,positive — follow up scheduled,positive,market update|insurance review|new investment opportunity,False,,False,
I0960,C0048,ADV001,2025-05-29,In-person meeting,advisor,64,neutral — information provided,positive,tax planning|next gen engagement|philanthropic planning,False,,False,
I0961,C0048,ADV001,2025-05-30,In-person meeting,advisor,54,neutral — client to consider,neutral,property discussion,False,,False,
I0962,C0048,ADV001,2025-07-30,Phone call,client,30,neutral — information provided,positive,risk tolerance review|goal progress,False,,False,
I0963,C0048,ADV001,2025-08-03,In-person meeting,client,51,positive — follow up scheduled,positive,business exit planning,False,,False,
I0964,C0048,ADV001,2025-12-17,Email,client,0,negative — complaint raised,negative,retirement planning|tax planning,False,,False,
I0965,C0048,ADV001,2025-12-29,In-person meeting,client,66,neutral — information provided,neutral,family financial planning|business exit planning,True,True,True,2026-01-20
I0966,C0048,ADV001,2026-02-18,Email,advisor,0,positive — follow up scheduled,neutral,next gen engagement,False,,False,
I0967,C0048,ADV001,2026-06-01,Email,advisor,0,neutral — information provided,neutral,inheritance planning|retirement planning|cash flow review,False,,False,
I0968,C0048,ADV001,2026-06-02,In-person meeting,client,52,positive — follow up scheduled,neutral,business exit planning,False,,False,
I0969,C0049,ADV001,2025-01-04,In-person meeting,client,61,neutral — information provided,neutral,business exit planning|philanthropic planning,True,False,True,2025-01-21
I0970,C0049,ADV001,2025-01-06,Review meeting,advisor,73,neutral — client to consider,neutral,property discussion|inheritance planning|next gen engagement,False,,False,
I0971,C0049,ADV001,2025-01-18,Phone call,advisor,21,positive — action taken,positive,new investment opportunity|property discussion|risk tolerance review,True,False,True,2025-02-14
I0972,C0049,ADV001,2025-01-20,Email,advisor,0,positive — follow up scheduled,neutral,family financial planning,False,,False,
I0973,C0049,ADV001,2025-03-22,Phone call,advisor,15,positive — follow up scheduled,positive,property discussion,True,True,True,2025-04-14
I0974,C0049,ADV001,2025-06-14,Email,client,0,positive — follow up scheduled,positive,estate planning|insurance review,True,True,True,2025-07-12
I0975,C0049,ADV001,2025-07-20,Phone call,client,22,positive — follow up scheduled,positive,inheritance planning,False,,False,
I0976,C0049,ADV001,2025-10-06,In-person meeting,client,84,neutral — client to consider,neutral,estate planning|property discussion|tax planning,False,,False,
I0977,C0049,ADV001,2025-11-12,Phone call,advisor,10,negative — client concerned,negative,new investment opportunity|philanthropic planning,False,,False,
I0978,C0049,ADV001,2025-12-01,Email,client,0,neutral — information provided,positive,new investment opportunity|portfolio review,False,,False,
I0979,C0049,ADV001,2026-01-18,Email,advisor,0,negative — client concerned,negative,risk tolerance review,False,,False,
I0980,C0049,ADV001,2026-01-23,Email,advisor,0,neutral — client to consider,neutral,family financial planning|business exit planning,False,,False,
I0981,C0049,ADV001,2026-02-06,Phone call,client,27,positive — action taken,positive,estate planning|market update,False,,False,
I0982,C0049,ADV001,2026-02-26,Review meeting,advisor,68,neutral — information provided,positive,philanthropic planning,False,,False,
I0983,C0049,ADV001,2026-03-06,Phone call,client,21,positive — follow up scheduled,neutral,new investment opportunity|rebalancing|market update,False,,False,
I0984,C0049,ADV001,2026-03-27,Email,advisor,0,neutral — information provided,neutral,goal progress,False,,False,
I0985,C0049,ADV001,2026-05-30,Email,advisor,0,positive — action taken,positive,market update|estate planning|property discussion,True,True,True,2026-06-24
I0986,C0050,ADV001,2025-01-08,Email,advisor,0,positive — follow up scheduled,neutral,property discussion|new investment opportunity,False,,False,
I0987,C0050,ADV001,2025-04-26,Email,advisor,0,neutral — information provided,neutral,property discussion|portfolio review|cash flow review,False,,False,
I0988,C0050,ADV001,2025-07-19,Phone call,advisor,29,negative — complaint raised,negative,philanthropic planning,False,,False,
I0989,C0050,ADV001,2026-01-20,In-person meeting,advisor,56,positive — follow up scheduled,neutral,portfolio review,False,,False,
I0990,C0050,ADV001,2026-02-25,In-person meeting,advisor,70,neutral — information provided,positive,inheritance planning|risk tolerance review|insurance review,False,,False,
I0991,C0050,ADV001,2026-04-27,In-person meeting,advisor,56,positive — follow up scheduled,positive,risk tolerance review|family financial planning|new investment opportunity,True,True,True,2026-05-11
I0992,C0051,ADV001,2024-12-31,Phone call,client,10,positive — follow up scheduled,positive,inheritance planning|cash flow review,False,,False,
I0993,C0051,ADV001,2025-02-09,Email,advisor,0,neutral — information provided,positive,insurance review,False,,False,
I0994,C0051,ADV001,2025-02-11,Phone call,advisor,14,positive — action taken,positive,business exit planning|goal progress|rebalancing,False,,False,
I0995,C0051,ADV001,2025-03-17,Video call,advisor,56,neutral — information provided,positive,portfolio review|retirement planning,False,,False,
I0996,C0051,ADV001,2025-03-18,In-person meeting,advisor,63,neutral — client to consider,negative,business exit planning,True,True,True,2025-03-28
I0997,C0051,ADV001,2025-08-31,Email,client,0,negative — client concerned,negative,inheritance planning|rebalancing,False,,False,
I0998,C0051,ADV001,2025-12-28,Phone call,advisor,25,positive — follow up scheduled,positive,inheritance planning,False,,False,
I0999,C0051,ADV001,2026-03-18,Video call,client,59,positive — follow up scheduled,neutral,tax planning|estate planning|property discussion,True,True,True,2026-04-12
I1000,C0051,ADV001,2026-05-31,Email,client,0,neutral — client to consider,neutral,property discussion|market update,False,,False,
I1001,C0052,ADV001,2025-01-04,In-person meeting,advisor,82,positive — follow up scheduled,positive,goal progress|property discussion|business exit planning,False,,False,
I1002,C0052,ADV001,2025-02-05,Phone call,advisor,27,neutral — information provided,positive,risk tolerance review,False,,False,
I1003,C0052,ADV001,2025-03-05,In-person meeting,advisor,47,neutral — client to consider,neutral,tax planning,False,,False,
I1004,C0052,ADV001,2025-03-27,Video call,client,36,positive — follow up scheduled,positive,insurance review|portfolio review,False,,False,
I1005,C0052,ADV001,2025-10-01,Phone call,client,10,negative — client concerned,negative,property discussion,False,,False,
I1006,C0052,ADV001,2025-10-06,In-person meeting,advisor,47,positive — follow up scheduled,neutral,market update,True,True,True,2025-10-26
I1007,C0052,ADV001,2025-10-20,In-person meeting,client,86,positive — follow up scheduled,positive,family financial planning|risk tolerance review|business exit planning,False,,False,
I1008,C0052,ADV001,2025-11-05,Email,advisor,0,neutral — client to consider,negative,family financial planning|portfolio review,False,,False,
I1009,C0052,ADV001,2026-01-01,Phone call,client,17,positive — follow up scheduled,positive,tax planning,True,False,True,2026-01-10
I1010,C0052,ADV001,2026-01-13,Phone call,client,22,neutral — information provided,positive,cash flow review|philanthropic planning,True,False,True,2026-02-01
I1011,C0052,ADV001,2026-01-28,Video call,client,45,positive — follow up scheduled,neutral,market update,False,,False,
I1012,C0052,ADV001,2026-02-20,Email,advisor,0,neutral — information provided,positive,goal progress|estate planning,False,,False,
I1013,C0052,ADV001,2026-03-01,Phone call,advisor,14,positive — follow up scheduled,positive,retirement planning|insurance review,False,,False,
I1014,C0052,ADV001,2026-04-20,Phone call,advisor,18,positive — action taken,positive,business exit planning,True,True,True,2026-05-09
I1015,C0052,ADV001,2026-04-27,Video call,advisor,50,neutral — information provided,positive,property discussion,False,,False,
I1016,C0052,ADV001,2026-04-28,Phone call,advisor,29,positive — follow up scheduled,neutral,cash flow review|goal progress|estate planning,False,,False,
I1017,C0052,ADV001,2026-05-04,Phone call,client,27,neutral — information provided,positive,goal progress,False,,False,
I1018,C0052,ADV001,2026-06-04,Phone call,advisor,17,positive — follow up scheduled,positive,inheritance planning,False,,False,
I1019,C0053,ADV001,2024-12-31,Email,client,0,positive — action taken,positive,new investment opportunity|market update,False,,False,
I1020,C0053,ADV001,2025-01-16,Phone call,client,15,negative — complaint raised,negative,portfolio review|risk tolerance review,True,True,False,2025-02-14
I1021,C0053,ADV001,2025-02-24,Video call,client,50,positive — action taken,positive,insurance review|inheritance planning,False,,False,
I1022,C0053,ADV001,2025-04-12,Email,advisor,0,negative — complaint raised,negative,business exit planning|property discussion,False,,False,
I1023,C0053,ADV001,2025-07-28,Phone call,advisor,16,positive — action taken,positive,insurance review|business exit planning|rebalancing,False,,False,
I1024,C0053,ADV001,2025-08-11,In-person meeting,advisor,58,neutral — information provided,neutral,market update|next gen engagement,False,,False,
I1025,C0053,ADV001,2025-08-24,Email,client,0,negative — client concerned,negative,risk tolerance review|retirement planning|tax planning,True,False,True,2025-09-21
I1026,C0053,ADV001,2025-09-26,Email,advisor,0,neutral — information provided,positive,insurance review|inheritance planning|cash flow review,True,False,True,2025-10-24
I1027,C0053,ADV001,2025-11-29,Phone call,advisor,16,neutral — client to consider,neutral,risk tolerance review,False,,False,
I1028,C0053,ADV001,2026-01-10,Video call,advisor,40,negative — client concerned,negative,philanthropic planning|retirement planning|property discussion,False,,False,
I1029,C0053,ADV001,2026-01-11,Phone call,advisor,11,neutral — client to consider,neutral,estate planning|property discussion,True,True,True,2026-01-24
I1030,C0053,ADV001,2026-03-16,Phone call,advisor,24,positive — action taken,positive,property discussion|goal progress,True,False,False,2026-03-28
I1031,C0053,ADV001,2026-03-21,Phone call,advisor,29,neutral — information provided,positive,goal progress|next gen engagement,False,,False,
I1032,C0053,ADV001,2026-04-12,Email,client,0,negative — client concerned,negative,market update|rebalancing|retirement planning,True,True,True,2026-05-01
I1033,C0053,ADV001,2026-04-27,In-person meeting,advisor,68,negative — client concerned,negative,goal progress|rebalancing,False,,False,
I1034,C0054,ADV001,2025-11-28,Video call,client,32,positive — follow up scheduled,neutral,market update,True,True,True,2025-12-09
I1035,C0055,ADV001,2024-12-14,Email,client,0,neutral — information provided,neutral,rebalancing,False,,False,
I1036,C0055,ADV001,2024-12-20,Phone call,client,27,positive — follow up scheduled,positive,insurance review|tax planning|business exit planning,True,False,True,2025-01-03
I1037,C0055,ADV001,2024-12-21,Email,advisor,0,neutral — client to consider,neutral,cash flow review|insurance review|next gen engagement,False,,False,
I1038,C0055,ADV001,2024-12-24,In-person meeting,advisor,88,neutral — information provided,neutral,cash flow review|goal progress,True,True,True,2025-01-23
